sample_id,rgb_relative_path,skeleton_path,person,action,group,camera,low_view_height_cm,low_camera_order,reference_camera,angle_definition,direct_estimated_relative_yaw_deg,estimated_relative_yaw_deg,angle_source,angle_mad_deg,median_fit_rmse_m,candidate_frame_count,usable_frame_count,stable_frame_count,confidence
A014_P090_G002_C001,RGB_P081-P090/P081-P090/P090/A014_P090_G002_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A014_P090_G002_C001.csv,P090,A014,G002,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A014_P090_G002_C003,RGB_P081-P090/P081-P090/P090/A014_P090_G002_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A014_P090_G002_C003.csv,P090,A014,G002,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-11.04,-11.04,pairwise_skeleton_registration,1.91,0.2081,91,91,91,high
A014_P090_G002_C005,RGB_P081-P090/P081-P090/P090/A014_P090_G002_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A014_P090_G002_C005.csv,P090,A014,G002,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,-28.42,-28.42,pairwise_skeleton_registration,2.72,0.2708,91,91,91,medium
A014_P090_G002_C007,RGB_P081-P090/P081-P090/P090/A014_P090_G002_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A014_P090_G002_C007.csv,P090,A014,G002,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,-24.58,-24.58,pairwise_skeleton_registration,3.87,0.2063,91,91,91,high
A014_P090_G003_C001,RGB_P081-P090/P081-P090/P090/A014_P090_G003_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A014_P090_G003_C001.csv,P090,A014,G003,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A014_P090_G003_C003,RGB_P081-P090/P081-P090/P090/A014_P090_G003_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A014_P090_G003_C003.csv,P090,A014,G003,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-47.34,-47.34,pairwise_skeleton_registration,6.15,0.2174,109,109,96,high
A014_P090_G003_C005,RGB_P081-P090/P081-P090/P090/A014_P090_G003_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A014_P090_G003_C005.csv,P090,A014,G003,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,-32.58,-32.58,pairwise_skeleton_registration,10.43,0.2478,109,109,86,medium
A014_P090_G003_C007,RGB_P081-P090/P081-P090/P090/A014_P090_G003_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A014_P090_G003_C007.csv,P090,A014,G003,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,-32.72,-32.72,pairwise_skeleton_registration,3.58,0.3242,109,109,86,medium
A015_P090_G001_C001,RGB_P081-P090/P081-P090/P090/A015_P090_G001_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A015_P090_G001_C001.csv,P090,A015,G001,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A015_P090_G001_C003,RGB_P081-P090/P081-P090/P090/A015_P090_G001_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A015_P090_G001_C003.csv,P090,A015,G001,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,34.51,34.51,pairwise_skeleton_registration,8.29,0.2688,84,84,56,medium
A015_P090_G001_C005,RGB_P081-P090/P081-P090/P090/A015_P090_G001_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A015_P090_G001_C005.csv,P090,A015,G001,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,106.59,106.59,pairwise_skeleton_registration,8.99,0.272,84,84,69,medium
A015_P090_G001_C007,RGB_P081-P090/P081-P090/P090/A015_P090_G001_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A015_P090_G001_C007.csv,P090,A015,G001,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,71.21,71.21,pairwise_skeleton_registration,4.38,0.2266,84,84,82,high
A015_P090_G002_C001,RGB_P081-P090/P081-P090/P090/A015_P090_G002_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A015_P090_G002_C001.csv,P090,A015,G002,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A015_P090_G002_C003,RGB_P081-P090/P081-P090/P090/A015_P090_G002_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A015_P090_G002_C003.csv,P090,A015,G002,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,2.05,2.05,pairwise_skeleton_registration,1.97,0.1358,75,75,75,high
A015_P090_G002_C005,RGB_P081-P090/P081-P090/P090/A015_P090_G002_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A015_P090_G002_C005.csv,P090,A015,G002,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,-22.95,-22.95,pairwise_skeleton_registration,2.28,0.1772,75,75,75,high
A015_P090_G002_C007,RGB_P081-P090/P081-P090/P090/A015_P090_G002_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A015_P090_G002_C007.csv,P090,A015,G002,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,-9.79,-9.79,pairwise_skeleton_registration,2.36,0.1594,75,75,75,high
A015_P090_G003_C001,RGB_P081-P090/P081-P090/P090/A015_P090_G003_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A015_P090_G003_C001.csv,P090,A015,G003,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A015_P090_G003_C003,RGB_P081-P090/P081-P090/P090/A015_P090_G003_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A015_P090_G003_C003.csv,P090,A015,G003,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-13.25,-13.25,pairwise_skeleton_registration,3.73,0.2331,89,89,50,high
A015_P090_G003_C005,RGB_P081-P090/P081-P090/P090/A015_P090_G003_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A015_P090_G003_C005.csv,P090,A015,G003,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,-11.01,-11.01,pairwise_skeleton_registration,3.19,0.2817,89,89,82,medium
A015_P090_G003_C007,RGB_P081-P090/P081-P090/P090/A015_P090_G003_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A015_P090_G003_C007.csv,P090,A015,G003,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,-58.08,-58.08,pairwise_skeleton_registration,7.66,0.3187,89,89,69,medium
A016_P090_G001_C001,RGB_P081-P090/P081-P090/P090/A016_P090_G001_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A016_P090_G001_C001.csv,P090,A016,G001,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A016_P090_G001_C003,RGB_P081-P090/P081-P090/P090/A016_P090_G001_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A016_P090_G001_C003.csv,P090,A016,G001,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-10.86,-10.86,pairwise_skeleton_registration,8.15,0.2505,91,91,50,medium
A016_P090_G001_C005,RGB_P081-P090/P081-P090/P090/A016_P090_G001_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A016_P090_G001_C005.csv,P090,A016,G001,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,10.67,10.67,pairwise_skeleton_registration,7.11,0.3562,91,91,39,low
A016_P090_G001_C007,RGB_P081-P090/P081-P090/P090/A016_P090_G001_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A016_P090_G001_C007.csv,P090,A016,G001,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,40.75,40.75,pairwise_skeleton_registration,7.17,0.242,91,91,75,high
A016_P090_G002_C001,RGB_P081-P090/P081-P090/P090/A016_P090_G002_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A016_P090_G002_C001.csv,P090,A016,G002,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A016_P090_G002_C003,RGB_P081-P090/P081-P090/P090/A016_P090_G002_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A016_P090_G002_C003.csv,P090,A016,G002,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,22.95,22.95,pairwise_skeleton_registration,4.77,0.1728,95,95,85,high
A016_P090_G002_C005,RGB_P081-P090/P081-P090/P090/A016_P090_G002_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A016_P090_G002_C005.csv,P090,A016,G002,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,-16.19,-16.19,pairwise_skeleton_registration,4.67,0.1911,95,95,88,high
A016_P090_G002_C007,RGB_P081-P090/P081-P090/P090/A016_P090_G002_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A016_P090_G002_C007.csv,P090,A016,G002,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,1.8,1.8,pairwise_skeleton_registration,5.85,0.1809,95,95,80,high
A016_P090_G003_C001,RGB_P081-P090/P081-P090/P090/A016_P090_G003_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A016_P090_G003_C001.csv,P090,A016,G003,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A016_P090_G003_C003,RGB_P081-P090/P081-P090/P090/A016_P090_G003_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A016_P090_G003_C003.csv,P090,A016,G003,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-27.42,-27.42,pairwise_skeleton_registration,4.17,0.2425,71,71,62,high
A016_P090_G003_C005,RGB_P081-P090/P081-P090/P090/A016_P090_G003_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A016_P090_G003_C005.csv,P090,A016,G003,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,-20.98,-20.98,pairwise_skeleton_registration,5.67,0.2309,71,71,68,high
A016_P090_G003_C007,RGB_P081-P090/P081-P090/P090/A016_P090_G003_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A016_P090_G003_C007.csv,P090,A016,G003,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,-22.9,-22.9,pairwise_skeleton_registration,3.67,0.235,71,71,71,high
A017_P090_G001_C001,RGB_P081-P090/P081-P090/P090/A017_P090_G001_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A017_P090_G001_C001.csv,P090,A017,G001,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A017_P090_G001_C003,RGB_P081-P090/P081-P090/P090/A017_P090_G001_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A017_P090_G001_C003.csv,P090,A017,G001,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,76.2,76.2,pairwise_skeleton_registration,8.21,0.221,90,90,46,medium
A017_P090_G001_C005,RGB_P081-P090/P081-P090/P090/A017_P090_G001_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A017_P090_G001_C005.csv,P090,A017,G001,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,90.7,90.7,pairwise_skeleton_registration,7.32,0.2635,90,90,55,medium
A017_P090_G001_C007,RGB_P081-P090/P081-P090/P090/A017_P090_G001_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A017_P090_G001_C007.csv,P090,A017,G001,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,60.75,60.75,pairwise_skeleton_registration,8.42,0.2157,90,90,73,medium
A017_P090_G002_C001,RGB_P081-P090/P081-P090/P090/A017_P090_G002_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A017_P090_G002_C001.csv,P090,A017,G002,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A017_P090_G002_C003,RGB_P081-P090/P081-P090/P090/A017_P090_G002_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A017_P090_G002_C003.csv,P090,A017,G002,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,6.51,6.51,pairwise_skeleton_registration,5.45,0.2309,96,96,82,high
A017_P090_G002_C005,RGB_P081-P090/P081-P090/P090/A017_P090_G002_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A017_P090_G002_C005.csv,P090,A017,G002,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,-17.7,-17.7,pairwise_skeleton_registration,9.93,0.1967,96,96,90,medium
A017_P090_G002_C007,RGB_P081-P090/P081-P090/P090/A017_P090_G002_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A017_P090_G002_C007.csv,P090,A017,G002,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,-0.34,-0.34,pairwise_skeleton_registration,6.3,0.21,96,96,60,high
A018_P090_G001_C001,RGB_P081-P090/P081-P090/P090/A018_P090_G001_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A018_P090_G001_C001.csv,P090,A018,G001,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A018_P090_G001_C003,RGB_P081-P090/P081-P090/P090/A018_P090_G001_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A018_P090_G001_C003.csv,P090,A018,G001,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-25.62,-25.62,pairwise_skeleton_registration,8.47,0.2858,66,66,23,medium
A018_P090_G001_C005,RGB_P081-P090/P081-P090/P090/A018_P090_G001_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A018_P090_G001_C005.csv,P090,A018,G001,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,30.54,30.54,pairwise_skeleton_registration,5.67,0.1894,66,66,21,high
A018_P090_G001_C007,RGB_P081-P090/P081-P090/P090/A018_P090_G001_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A018_P090_G001_C007.csv,P090,A018,G001,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,92.66,92.66,pairwise_skeleton_registration,7.02,0.2705,66,66,29,medium
A018_P090_G002_C001,RGB_P081-P090/P081-P090/P090/A018_P090_G002_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A018_P090_G002_C001.csv,P090,A018,G002,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A018_P090_G002_C003,RGB_P081-P090/P081-P090/P090/A018_P090_G002_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A018_P090_G002_C003.csv,P090,A018,G002,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-12.07,-12.07,pairwise_skeleton_registration,8.12,0.1711,87,87,44,medium
A018_P090_G002_C005,RGB_P081-P090/P081-P090/P090/A018_P090_G002_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A018_P090_G002_C005.csv,P090,A018,G002,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,-2.06,-2.06,pairwise_skeleton_registration,5.69,0.2212,87,87,30,high
A018_P090_G002_C007,RGB_P081-P090/P081-P090/P090/A018_P090_G002_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A018_P090_G002_C007.csv,P090,A018,G002,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,31.19,31.19,pairwise_skeleton_registration,8.51,0.2505,87,87,45,medium
A018_P090_G003_C001,RGB_P081-P090/P081-P090/P090/A018_P090_G003_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A018_P090_G003_C001.csv,P090,A018,G003,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A018_P090_G003_C003,RGB_P081-P090/P081-P090/P090/A018_P090_G003_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A018_P090_G003_C003.csv,P090,A018,G003,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-10.07,-10.07,pairwise_skeleton_registration,8.22,0.2033,85,85,39,medium
A018_P090_G003_C005,RGB_P081-P090/P081-P090/P090/A018_P090_G003_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A018_P090_G003_C005.csv,P090,A018,G003,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,13.37,13.37,pairwise_skeleton_registration,5.6,0.182,85,85,45,high
A018_P090_G003_C007,RGB_P081-P090/P081-P090/P090/A018_P090_G003_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A018_P090_G003_C007.csv,P090,A018,G003,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,24.96,24.96,pairwise_skeleton_registration,6.54,0.1943,85,85,41,high
A019_P090_G001_C001,RGB_P081-P090/P081-P090/P090/A019_P090_G001_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A019_P090_G001_C001.csv,P090,A019,G001,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A019_P090_G001_C003,RGB_P081-P090/P081-P090/P090/A019_P090_G001_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A019_P090_G001_C003.csv,P090,A019,G001,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,6.81,6.81,pairwise_skeleton_registration,5.18,0.1876,47,47,14,medium
A019_P090_G001_C005,RGB_P081-P090/P081-P090/P090/A019_P090_G001_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A019_P090_G001_C005.csv,P090,A019,G001,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,88.85,88.85,pairwise_skeleton_registration,6.24,0.1934,47,47,24,high
A019_P090_G001_C007,RGB_P081-P090/P081-P090/P090/A019_P090_G001_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A019_P090_G001_C007.csv,P090,A019,G001,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,88.05,88.05,pairwise_skeleton_registration,9.97,0.2087,47,47,26,medium
A019_P090_G002_C001,RGB_P081-P090/P081-P090/P090/A019_P090_G002_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A019_P090_G002_C001.csv,P090,A019,G002,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A019_P090_G002_C003,RGB_P081-P090/P081-P090/P090/A019_P090_G002_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A019_P090_G002_C003.csv,P090,A019,G002,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,19.12,19.12,pairwise_skeleton_registration,4.28,0.1023,36,36,36,high
A019_P090_G002_C005,RGB_P081-P090/P081-P090/P090/A019_P090_G002_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A019_P090_G002_C005.csv,P090,A019,G002,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,-2.11,-2.11,pairwise_skeleton_registration,5.76,0.0856,36,36,36,high
A019_P090_G002_C007,RGB_P081-P090/P081-P090/P090/A019_P090_G002_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A019_P090_G002_C007.csv,P090,A019,G002,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,-15.83,-15.83,pairwise_skeleton_registration,4.25,0.0923,36,36,36,high
A019_P090_G003_C001,RGB_P081-P090/P081-P090/P090/A019_P090_G003_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A019_P090_G003_C001.csv,P090,A019,G003,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A019_P090_G003_C003,RGB_P081-P090/P081-P090/P090/A019_P090_G003_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A019_P090_G003_C003.csv,P090,A019,G003,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,7.83,7.83,pairwise_skeleton_registration,7.01,0.1892,70,70,40,high
A019_P090_G003_C005,RGB_P081-P090/P081-P090/P090/A019_P090_G003_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A019_P090_G003_C005.csv,P090,A019,G003,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,16.25,16.25,pairwise_skeleton_registration,6.8,0.1818,70,70,47,high
A019_P090_G003_C007,RGB_P081-P090/P081-P090/P090/A019_P090_G003_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A019_P090_G003_C007.csv,P090,A019,G003,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,25.72,25.72,pairwise_skeleton_registration,7.76,0.2043,70,70,44,high
A020_P090_G001_C001,RGB_P081-P090/P081-P090/P090/A020_P090_G001_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A020_P090_G001_C001.csv,P090,A020,G001,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A020_P090_G001_C003,RGB_P081-P090/P081-P090/P090/A020_P090_G001_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A020_P090_G001_C003.csv,P090,A020,G001,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-6.59,-6.59,pairwise_skeleton_registration,6.12,0.1753,81,81,66,high
A020_P090_G001_C005,RGB_P081-P090/P081-P090/P090/A020_P090_G001_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A020_P090_G001_C005.csv,P090,A020,G001,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,17.81,17.81,pairwise_skeleton_registration,4.4,0.118,81,81,59,high
A020_P090_G001_C007,RGB_P081-P090/P081-P090/P090/A020_P090_G001_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A020_P090_G001_C007.csv,P090,A020,G001,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,17.2,17.2,pairwise_skeleton_registration,6.94,0.2047,81,81,65,high
